id,package_name,version,depends,predepends,description
315,libgtksourceview-3.0-common,3.10.2-0ubuntu1,,,common files for the GTK+ syntax highlighting widget
316,libcrack2,2.9.1-1build1, libc6 (>= 2.14),multiarch-support,pro-active password checker library
317,ssl-cert,1.0.33," debconf (>= 0.5) | debconf-2.0, openssl (>= 0.9.8g-9), adduser",,simple debconf wrapper for OpenSSL
318,apport-gtk,2.14.1-0ubuntu3.2," python3, python3-apport (>= 2.14.1-0ubuntu3.2), gir1.2-gtk-3.0 (>= 3.1.90), gir1.2-wnck-3.0, python3-gi, apport (>= 0.41), procps, x-terminal-emulator",,GTK+ frontend for the apport crash report system
319,unity-services,7.2.2+14.04.20140714-0ubuntu1," libatk-bridge2.0-0 (>= 2.5.3), libatk1.0-0 (>= 1.12.4), libc6 (>= 2.7), libdbus-1-3 (>= 1.0.2), libgdk-pixbuf2.0-0 (>= 2.22.0), libglib2.0-0 (>= 2.39.1), libgtk-3-0 (>= 3.9.10), libido3-0.1-0 (>= 13.10.0daily13.06.19), libindicator3-7 (>= 0.4.90), libnih-dbus1 (>= 1.0.0), libnih1 (>= 1.0.0), libupstart1 (>= 1.9.1), libx11-6, upstart",,Services for the Unity interface
320,libgraphviz-dev,2.36.0-0ubuntu3.1," libcdt5 (= 2.36.0-0ubuntu3.1), libcgraph6 (= 2.36.0-0ubuntu3.1), libgvc6 (= 2.36.0-0ubuntu3.1), libgvpr2 (= 2.36.0-0ubuntu3.1), libpathplan4 (= 2.36.0-0ubuntu3.1), libxdot4 (= 2.36.0-0ubuntu3.1), libexpat1-dev, libltdl7-dev, zlib1g-dev",,graphviz libs and headers against which to build applications
321,dpkg-dev,1.17.5ubuntu5.3," libdpkg-perl (= 1.17.5ubuntu5.3), bzip2, xz-utils, patch, make, binutils, base-files (>= 5.0.0)",,Debian package development tools
322,dkms,2.2.0.3-2ubuntu6.1," kmod | kldutils, gcc, make | build-essential | dpkg-dev, coreutils (>= 7.4), patch",,Dynamic Kernel Module Support Framework
323,intel-gpu-tools,1.3-0ubuntu2.1," libc6 (>= 2.14), libcairo2 (>= 1.2.4), libdrm-intel1 (>= 2.4.36), libdrm2 (>= 2.4.30), libpciaccess0 (>= 0.8.0+git20071002)",,tools for debugging the Intel graphics driver
324,init-system-helpers,1.14, perl,,helper tools for all init systems
325,python-selinux,2.2.2-1ubuntu0.1," python (>= 2.7), python (<< 2.8), python:any (>= 2.7.1-0ubuntu2), libc6 (>= 2.14), libselinux1 (>= 2.2)",,Python bindings to SELinux shared libraries
326,python-setuptools-whl,3.3-1ubuntu2,,,Python Distutils Enhancements (wheel package)
327,libunity-scopes-json-def-desktop,7.1.4+14.04.20140210-0ubuntu1,,,binding to get places into the launcher - desktop def file
328,libsamplerate0,0.1.8-7, libc6 (>= 2.14),multiarch-support,Audio sample rate conversion library
329,libcanberra-gtk-module,0.30-0ubuntu3," libc6 (>= 2.2.5), libcanberra-gtk0 (>= 0.2), libglib2.0-0 (>= 2.32), libgtk2.0-0 (>= 2.24.5-4), libx11-6",,translates GTK+ widgets signals to event sounds
330,libnm-util2,0.9.8.8-0ubuntu7," libc6 (>= 2.14), libdbus-glib-1-2 (>= 0.78), libglib2.0-0 (>= 2.33.14), libnspr4 (>= 2:4.9-2~) | libnspr4-0d (>= 1.8.0.10), libnss3 (>= 2:3.13.4-2~) | libnss3-1d (>= 3.12.0~1.9b1), libuuid1 (>= 2.16)",,network management framework (shared library)
331,libc6-dev,2.19-0ubuntu6," libc6 (= 2.19-0ubuntu6), libc-dev-bin (= 2.19-0ubuntu6), linux-libc-dev",,Embedded GNU C Library: Development Libraries and Header Files
332,libcolumbus1-common,1.1.0+14.04.20140325.3-0ubuntu1,,,error tolerant matching engine - common files
333,libnotify4,0.7.6-1ubuntu3," libc6 (>= 2.7), libgdk-pixbuf2.0-0 (>= 2.22.0), libglib2.0-0 (>= 2.37.3)",multiarch-support,sends desktop notifications to a notification daemon
334,gnome-system-log,3.8.1-1svn1," libc6 (>= 2.4), libglib2.0-0 (>= 2.31.18), libgtk-3-0 (>= 3.8.0), libpango-1.0-0 (>= 1.14.0), zlib1g (>= 1:1.1.4), dconf-gsettings-backend | gsettings-backend, gsettings-desktop-schemas, policykit-1",,system log viewer for GNOME
335,oneconf-common,0.3.7," python-dbus, python-oauthlib, python-gi, python-apt, python-piston-mini-client, python-httplib2, python-xdg",,synchronize your configuration data over the network
336,account-plugin-jabber,3.8.6-0ubuntu9.1," empathy (= 3.8.6-0ubuntu9.1), telepathy-gabble, mcp-account-manager-uoa, unity-asset-pool (>> 0.8.24daily13.03.20.1)",,Messaging account plugin for Jabber/XMPP
337,bzip2,1.0.6-5," libbz2-1.0 (= 1.0.6-5), libc6 (>= 2.4)",,high-quality block-sorting file compressor - utilities
338,libproxy1-plugin-networkmanager,0.4.11-0ubuntu4," libdbus-1-3 (>= 1.0.2), libgcc1 (>= 1:4.1.1), libstdc++6 (>= 4.1.1), libproxy1 (= 0.4.11-0ubuntu4)",,automatic proxy configuration management library (Network Manager plugin)
339,libstdc++-4.8-dev,4.8.2-19ubuntu1," gcc-4.8-base (= 4.8.2-19ubuntu1), libgcc-4.8-dev (= 4.8.2-19ubuntu1), libstdc++6 (>= 4.8.2-19ubuntu1), libc6-dev (>= 2.13-0ubuntu6)",,GNU Standard C++ Library v3 (development files)
340,vim-common,2:7.4.052-1ubuntu3, libc6 (>= 2.3.4),,Vi IMproved - Common files
341,libwavpack1,4.70.0-1, libc6 (>= 2.14),multiarch-support,audio codec (lossy and lossless) - library
342,libgweather-3-6,3.10.2-0ubuntu1," libc6 (>= 2.7), libgdk-pixbuf2.0-0 (>= 2.22.0), libglib2.0-0 (>= 2.37.3), libgtk-3-0 (>= 3.5.6), libsoup2.4-1 (>= 2.34.0), libxml2 (>= 2.7.4), libgweather-common (>= 3.5.0)",,GWeather shared library
343,indicator-power,12.10.6+14.04.20140411-0ubuntu1," libc6 (>= 2.2.5), libglib2.0-0 (>= 2.37.3), libgudev-1.0-0 (>= 146), liburl-dispatcher1 (>= 0.1), dconf-gsettings-backend | gsettings-backend, upower",,Indicator showing power state.
344,qtdeclarative5-unity-action-plugin,1.1.0+14.04.20140304-0ubuntu1," libc6 (>= 2.14), libgcc1 (>= 1:4.1.1), libqt5core5a (>= 5.0.2), libqt5qml5 (>= 5.0.2), libstdc++6 (>= 4.1.1), libunity-action-qt1 (= 1.1.0+14.04.20140304-0ubuntu1)",,Unity Action QML Components
345,libqt4-sql,4:4.8.5+git192-g085f851+dfsg-2ubuntu4," libc6 (>= 2.14), libgcc1 (>= 1:4.1.1), libqtcore4 (= 4:4.8.5+git192-g085f851+dfsg-2ubuntu4), libstdc++6 (>= 4.1.1)",multiarch-support,Qt 4 SQL module
346,libdmapsharing-3.0-2,2.9.24-0ubuntu1," libavahi-client3 (>= 0.6.16), libavahi-common3 (>= 0.6.16), libavahi-glib1 (>= 0.6.16), libc6 (>= 2.14), libgdk-pixbuf2.0-0 (>= 2.22.0), libglib2.0-0 (>= 2.37.3), libgstreamer-plugins-base1.0-0 (>= 1.0.0), libgstreamer1.0-0 (>= 1.0.0), libsoup2.4-1 (>= 2.32), zlib1g (>= 1:1.1.4)",,DMAP client and server library - runtime
347,gir1.2-soup-2.4,2.44.2-1ubuntu2," gir1.2-glib-2.0, libsoup-gnome2.4-1 (>= 2.27.4), libsoup2.4-1 (>= 2.44.0)",,GObject introspection data for the libsoup HTTP library
348,python-requests,2.2.1-1," python:any (>= 2.7.5-5~), python:any (<< 2.8), ca-certificates, python-chardet, python-urllib3 (>= 1.7.1)",,"elegant and simple HTTP library for Python, built for human beings"
349,language-selector-gnome,0.129.2," language-selector-common (= 0.129.2), python3:any (>= 3.3.2-2~), python3, python3-gi, gir1.2-gtk-3.0, gir1.2-vte-2.90, python3-apt, aptdaemon (>= 0.40+bzr527), python3-aptdaemon.gtk3widgets, im-config (>= 0.24-1ubuntu2~)",,Language selector for Ubuntu
350,python-mysql.connector,1.1.6-1," python:any (>= 2.7.5-5~), python:any (<< 2.8)",,pure Python implementation of MySQL Client/Server protocol
351,account-plugin-google,0.11+14.04.20140409.1-0ubuntu1," libaccount-plugin-google | ubuntu-system-settings-online-accounts, unity-asset-pool (>> 0.8.24daily12.12.05-0ubuntu1)",,GNOME Control Center account plugin for single signon
352,openssl,1.0.1f-1ubuntu2.4," libc6 (>= 2.15), libssl1.0.0 (>= 1.0.1)",,Secure Sockets Layer toolkit - cryptographic utility
353,modemmanager,1.0.0-2ubuntu1," libc6 (>= 2.14), libglib2.0-0 (>= 2.37.3), libgudev-1.0-0 (>= 146), libmbim-glib0 (>= 1.4.0), libmm-glib0 (>= 1.0.0), libqmi-glib0 (>= 1.0), sysv-rc (>= 2.88dsf-24) | file-rc (>= 0.8.16)",,D-Bus service for managing modems
354,printer-driver-hpcups,3.14.3-0ubuntu3.2," libc6 (>= 2.15), libcups2 (>= 1.4.0), libcupsimage2 (>= 1.4.0), libdbus-1-3 (>= 1.0.2), libgcc1 (>= 1:4.1.1), libhpmud0, libjpeg8 (>= 8c), libstdc++6 (>= 4.1.1), cups-filters (>= 1.0.36) | ghostscript-cups, cups (>= 1.4.0) | cupsddk, cups",,HP Linux Printing and Imaging - CUPS Raster driver (hpcups)
355,python-gi,3.12.0-1," python (>= 2.7), python (<< 2.8), python:any (>= 2.7.1-0ubuntu2), libc6 (>= 2.14), libgirepository-1.0-1 (>= 1.33.10), libglib2.0-0 (>= 2.38.0), gir1.2-glib-2.0 (>= 1.35.9)",,Python 2.x bindings for gobject-introspection libraries
356,libglib2.0-data,2.40.0-2,,,Common files for GLib library
357,libmysqlcppconn7,1.1.3-5," libc6 (>= 2.14), libgcc1 (>= 1:4.1.1), libmysqlclient18 (>= 5.5.13-1), libstdc++6 (>= 4.6)",,MySQL Connector for C++ (library)
358,libcloog-isl4,0.18.2-1," libc6 (>= 2.14), libgmp10, libisl10 (>= 0.11)",multiarch-support,Chunky Loop Generator (runtime library)
359,libgvpr2,2.36.0-0ubuntu3.1," libc6 (>= 2.15), libcdt5, libcgraph6",,rich set of graph drawing tools - gvpr library
360,libgdk-pixbuf2.0-0,2.30.7-0ubuntu1," libc6 (>= 2.14), libglib2.0-0 (>= 2.37.6), libjasper1, libjpeg8 (>= 8c), libpng12-0 (>= 1.2.13-4), libtiff5 (>= 4.0.3), libx11-6, libgdk-pixbuf2.0-common (= 2.30.7-0ubuntu1)",multiarch-support,GDK Pixbuf library
361,libnet-ip-perl,1.26-1, perl,,Perl extension for manipulating IPv4/IPv6 addresses
362,libquadmath0,4.8.2-19ubuntu1," gcc-4.8-base (= 4.8.2-19ubuntu1), libc6 (>= 2.14)",multiarch-support,GCC Quad-Precision Math Library
363,libical1,1.0-0ubuntu1," libc6 (>= 2.14), tzdata",,iCalendar library implementation in C (runtime)
364,libsphinxbase1,0.8-0ubuntu10," libc6 (>= 2.14), libpulse0 (>= 1:0.99.1)",,Sphinx base libraries
365,xorg,1:7.7+1ubuntu8," xserver-xorg (>= 1:7.7+1ubuntu8), libgl1-mesa-glx | libgl1, libgl1-mesa-dri, libglu1-mesa, xfonts-base (>= 1:1.0.0-1), x11-apps, x11-session-utils, x11-utils, x11-xfs-utils, x11-xkb-utils, x11-xserver-utils, xauth, xinit, xfonts-utils, xkb-data, xorg-docs-core, xterm | x-terminal-emulator, x11-common, xinput",,X.Org X Window System
366,fonts-lklug-sinhala,0.6-3,,,Unicode Sinhala font by Lanka Linux User Group
367,libtelepathy-glib0,0.22.1-1ubuntu2," libc6 (>= 2.4), libdbus-1-3 (>= 1.0.2), libdbus-glib-1-2 (>= 0.92), libglib2.0-0 (>= 2.32)",multiarch-support,Telepathy framework - GLib library
368,ncurses-bin,5.9+20140118-1ubuntu1,,"libc6 (>= 2.14), libtinfo5 (>= 5.9+20130119)",terminal-related programs and man pages
369,perl-base,5.18.2-2ubuntu1,,"libc6 (>= 2.14), dpkg (>= 1.14.20)",minimal Perl system
370,libgrip0,0.3.7+14.04.20140303-0ubuntu1," libc6 (>= 2.4), libgeis1 (>= 2.0.1), libglib2.0-0 (>= 2.37.3), libgtk-3-0 (>= 3.0.8-0ubuntu1)",multiarch-support,multitouch gestures for GTK+ apps
371,sysv-rc,2.88dsf-41ubuntu6," debconf (>= 0.5) | debconf-2.0, sysvinit-utils (>= 2.86.ds1-62), insserv (>> 1.12.0-10)",,System-V-like runlevel change mechanism
372,libutempter0,1.1.5-4build1," libc6 (>= 2.4), adduser",,A privileged helper for utmp/wtmp updates (runtime)
373,unity-webapps-common,2.4.17+14.04.20140416-0ubuntu1," gir1.2-glib-2.0, python, unity-asset-pool (>> 0.8.24daily12.12.05-0ubuntu1), unity-webapps-service (>= 2.3.8-0ubuntu3), xdg-utils, session-migration",,Unity WebApp integration scripts
374,liberror-perl,0.17-1.1, perl,,Perl module for error/exception handling in an OO-ish way
375,libpython3-stdlib,3.4.0-0ubuntu2, libpython3.4-stdlib (>= 3.4.0-0~),,interactive high-level object-oriented language (default python3 version)
376,libtimedate-perl,2.3000-1, perl,,collection of modules to manipulate date/time information
377,ubuntu-settings,14.04.5," dconf-gsettings-backend | gsettings-backend, libglib2.0-bin",,default settings for the Ubuntu desktop
378,language-pack-gnome-en-base,1:14.04+20140707," locales (>= 2.3.6), language-pack-gnome-en (>= 1:14.04+20140707)",dpkg (>= 1.16.1),GNOME translations for language English
379,apt,1.0.1ubuntu2.1," libapt-pkg4.12 (>= 0.9.16), libc6 (>= 2.15), libgcc1 (>= 1:4.1.1), libstdc++6 (>= 4.6), ubuntu-keyring, gnupg",,commandline package manager
380,zeitgeist-core,0.9.14-0ubuntu4," libc6 (>= 2.4), libdee-1.0-4 (>= 1.0.2), libgcc1 (>= 1:4.1.1), libglib2.0-0 (>= 2.37.3), libsqlite3-0 (>= 3.5.9), libstdc++6 (>= 4.1.1), libxapian22, libzeitgeist-2.0-0 (>= 0.9.14)",,event logging framework - engine
381,branding-ubuntu,0.8,,,Replacement artwork with Ubuntu branding
382,libusbmuxd2,1.0.8-2ubuntu1," libc6 (>= 2.15), libplist1 (>= 0.16)",,USB multiplexor daemon for iPhone and iPod Touch devices - library
383,gstreamer1.0-plugins-base,1.2," libc6 (>= 2.14), libcdparanoia0 (>= 3.10.2+debian), libglib2.0-0 (>= 2.37.3), libgstreamer1.0-0 (>= 1.2.0), libogg0 (>= 1.0rc3), liborc-0.4-0 (>= 1:0.4.18), libtheora0 (>= 1.0), libvisual-0.4-0 (>= 0.4.0-4), libvorbis0a (>= 1.1.2), libvorbisenc2 (>= 1.1.2), libgstreamer-plugins-base1.0-0 (>= 1.2.4)",,GStreamer plugins from the  base  set
384,indicator-appmenu,13.01.0+14.04.20140404-0ubuntu1," libbamf3-2 (>= 0.2.110), libc6 (>= 2.4), libdbusmenu-glib4 (>= 0.4.2), libdbusmenu-gtk3-4 (>= 0.4.2), libglib2.0-0 (>= 2.37.3), libgtk-3-0 (>= 3.5.12), libindicator3-7 (>= 0.4.90), libx11-6, dconf-gsettings-backend | gsettings-backend",,Indicator for application menus.
385,apg,2.2.3.dfsg.1-2ubuntu1, libc6 (>= 2.14),,Automated Password Generator - Standalone version
386,telepathy-mission-control-5,1:5.16.1-1ubuntu3," libc6 (>= 2.4), libdbus-1-3 (>= 1.0.2), libdbus-glib-1-2 (>= 0.92), libglib2.0-0 (>= 2.35.9), libmission-control-plugins0 (= 1:5.16.1-1ubuntu3), libnm-glib4 (>= 0.7.999), libtelepathy-glib0 (>= 0.20), libupower-glib1 (>= 0.9.11), dconf-gsettings-backend | gsettings-backend",,management daemon for Telepathy real-time communication framework
387,virtualbox,4.3.10-dfsg-1," libc6 (>= 2.15), libcurl3 (>= 7.16.2), libgcc1 (>= 1:4.1.1), libgsoap4, libpng12-0 (>= 1.2.13-4), libpython2.7 (>= 2.7), libsdl1.2debian (>= 1.2.11), libssl1.0.0 (>= 1.0.0), libstdc++6 (>= 4.6), libvncserver0, libvpx1 (>= 1.0.0), libx11-6, libxcursor1 (>> 1.1.2), libxext6, libxml2 (>= 2.7.4), libxmu6, libxt6, zlib1g (>= 1:1.1.4), python (>= 2.7), python (<< 2.8), python:any (>= 2.7.1-0ubuntu2), python2.7, adduser",dpkg (>= 1.15.6~),x86 virtualization solution - base binaries
388,brasero,3.10.0-0ubuntu1," libbrasero-media3-1 (= 3.10.0-0ubuntu1), libc6 (>= 2.4), libcairo2 (>= 1.2.4), libgdk-pixbuf2.0-0 (>= 2.22.0), libglib2.0-0 (>= 2.37.3), libgstreamer-plugins-base1.0-0 (>= 1.0.0), libgstreamer1.0-0 (>= 1.0.0), libgtk-3-0 (>= 3.0.0), libice6 (>= 1:1.0.0), libnautilus-extension1a (>= 1:2.91), libpango-1.0-0 (>= 1.14.0), libsm6, libtotem-plparser18 (>= 3.10.0), libxml2 (>= 2.7.4), gstreamer1.0-plugins-base (>= 0.11.92), gnome-icon-theme, gvfs, brasero-common (= 3.10.0-0ubuntu1)",,CD/DVD burning application for GNOME
389,libmtp9,1.1.6-20-g1b9f164-1ubuntu2," libmtp-common, libc6 (>= 2.14), libgcrypt11 (>= 1.4.5), libusb-1.0-0 (>= 2:1.0.8)","dpkg (>= 1.15.7.2), multiarch-support",Media Transfer Protocol (MTP) library
390,gnome-icon-theme-symbolic,3.10.1-1ubuntu1," hicolor-icon-theme, gnome-icon-theme (>= 3.10), gnome-icon-theme (<< 3.11)",,GNOME desktop icon theme (symbolic icons)
391,onboard-data,1.0.0-0ubuntu4, onboard (>= 0.99.0~alpha1~tr1507),,Language model files for the word suggestion feature of Onboard
392,bluez,4.101-0ubuntu13," libc6 (>= 2.15), libdbus-1-3 (>= 1.1.1), libglib2.0-0 (>= 2.28.0), libreadline6 (>= 6.0), libudev1 (>= 183), libusb-0.1-4 (>= 2:0.1.12), sysv-rc (>= 2.88dsf-24) | file-rc (>= 0.8.16), module-init-tools, udev (>= 170-1), lsb-base, dbus, python3-dbus",,Bluetooth tools and daemons
393,libdconf1,0.20.0-1," libc6 (>= 2.14), libglib2.0-0 (>= 2.39.1)",multiarch-support,simple configuration storage system - runtime library
394,python-ntdb,1.0-2ubuntu1," libntdb1 (= 1.0-2ubuntu1), python (>= 2.7), python (<< 2.8), libc6 (>= 2.14), libpython2.7 (>= 2.7)",,Python bindings for NTDB
395,policykit-desktop-privileges,0.17,,,run common desktop actions without password
396,gir1.2-ibus-1.0,1.5.5-1ubuntu3," gir1.2-glib-2.0, libibus-1.0-5 (>= 1.5.5)",,Intelligent Input Bus - introspection data
397,sgml-base,1.26+nmu4ubuntu1,,dpkg (>= 1.16.4),SGML infrastructure and SGML catalog file support
398,live-tools,3.0.20-1,,,Live System Support Scripts
399,emma,0.6-5," python, python:any (>= 2.7.5-5~), python-mysqldb (>= 1.2.1-p2-2), python-gtk2 (>= 2.8.6-1), python-glade2 (>= 2.8.6-1)",,extendable MySQL managing assistant
400,libxslt1.1,1.1.28-2build1," libc6 (>= 2.17), libgcrypt11 (>= 1.4.5), libxml2 (>= 2.9.0)",multiarch-support,XSLT 1.0 processing library - runtime library
401,libqt5test5,5.2.1+dfsg-1ubuntu14.2," libc6 (>= 2.14), libgcc1 (>= 1:4.1.1), libqt5core5a (>= 5.0.2), libstdc++6 (>= 4.1.1)","dpkg (>= 1.15.6~), multiarch-support",Qt 5 test module
402,libdigest-hmac-perl,1.03+dfsg-1, perl,,module for creating standard message integrity checks
403,unity-scope-gdrive,0.9+13.10.20130723-0ubuntu1," python3, gir1.2-dee-1.0, python3-gi, gir1.2-unity-5.0 (>= 7.0), unity-scopes-runner, gir1.2-glib-2.0, gir1.2-accounts-1.0, gir1.2-signon-1.0, gir1.2-gdata-0.0, account-plugin-google",,Google Drive scope for Unity
404,libsignon-extension1,8.56+14.04.20140307-0ubuntu2," libc6 (>= 2.14), libqt5core5a (>= 5.0.2), libqt5dbus5 (>= 5.0.2), libstdc++6 (>= 4.1.1)",,Single Sign On framework
405,pciutils,1:3.2.1-1ubuntu5," libc6 (>= 2.14), libpci3 (= 1:3.2.1-1ubuntu5)",,Linux PCI Utilities
406,libprocps3,1:3.3.9-1ubuntu2, libc6 (>= 2.14),multiarch-support,library for accessing process information from /proc
407,libxcb-render-util0,0.3.8-1.1ubuntu1," libc6 (>= 2.14), libxcb-render0, libxcb1",multiarch-support,utility libraries for X C Binding -- render-util
408,gir1.2-totem-plparser-1.0,3.10.2-0ubuntu1," gir1.2-glib-2.0, libtotem-plparser18 (>= 3.10.0)",,GObject introspection data for the Totem Playlist Parser library
409,session-migration,0.2.1," libc6 (>= 2.2.5), libglib2.0-0 (>= 2.16.0)",,Tool to migrate in user session settings
410,rfkill,0.5-1ubuntu1," libc6 (>= 2.4), sysv-rc (>= 2.88dsf-24) | file-rc (>= 0.8.16)",,tool for enabling and disabling wireless devices
411,libunistring0,0.9.3-5ubuntu3, libc6 (>= 2.14),multiarch-support,Unicode string library for C
412,libdbus-glib-1-2,0.100.2-1," libc6 (>= 2.14), libdbus-1-3 (>= 1.2.16), libglib2.0-0 (>= 2.31.8)",multiarch-support,simple interprocess messaging system (GLib-based shared library)
413,libperlio-gzip-perl,0.18-1build3," perl (>= 5.18.1-4), perlapi-5.18.1, libc6 (>= 2.4), zlib1g (>= 1:1.1.4)",,module providing a PerlIO layer to gzip/gunzip
414,gir1.2-totem-1.0,3.10.1-1ubuntu4," gir1.2-glib-2.0, gir1.2-gtk-3.0, gir1.2-totem-plparser-1.0, libtotem0 (<< 3.11), libtotem0 (>= 3.10.1-1ubuntu4)",,GObject introspection data for Totem media player
415,debugedit,4.11.1-3ubuntu0.1," libc6 (>= 2.14), libelf1 (>= 0.131), libpopt0 (>= 1.14), librpmio3 (>= 4.10.0)",,tool to mangle source locations in .debug files
416,libgstreamer-plugins-good1.0-0,1.2.4-1~ubuntu1," libc6 (>= 2.2.5), libglib2.0-0 (>= 2.37.3), libgstreamer-plugins-base1.0-0 (>= 1.0.0), libgstreamer1.0-0 (>= 1.0.0)",multiarch-support,GStreamer development files for libraries from the  good  set
417,libnatpmp1,20110808-3ubuntu2, libc6 (>= 2.7),,portable and fully compliant implementation of NAT-PMP
418,manpages-dev,3.54-1ubuntu1, manpages,,Manual pages about using GNU/Linux for development
419,ubuntu-standard,1.325," busybox-static, cpio, cron, dmidecode, dnsutils, dosfstools, ed, file, ftp, hdparm, info, iptables, language-selector-common, logrotate, lshw, lsof, ltrace, man-db, mime-support, parted, pciutils, popularity-contest, psmisc, rsync, strace, time, usbutils, wget",,The Ubuntu standard system
420,linux-image-extra-3.13.0-32-generic,3.13.0-32.57," linux-image-3.13.0-32-generic, crda (>= 1.1.1-1ubuntu2) | wireless-crda",,Linux kernel extra modules for version 3.13.0 on 64 bit x86 SMP
421,libxres1,2:1.0.7-1," libc6 (>= 2.2.5), libx11-6 (>= 2:1.6.0), libxext6",multiarch-support,X11 Resource extension library
422,unity-asset-pool,0.8.24daily13.06.10-0ubuntu1," gnome-icon-theme, hicolor-icon-theme",,Unity Assets Pool
423,telepathy-gabble,0.18.3-0ubuntu0.1," libc6 (>= 2.14), libdbus-1-3 (>= 1.1.1), libdbus-glib-1-2 (>= 0.88), libglib2.0-0 (>= 2.32), libgnutls26 (>= 2.12.17-0), libnice10 (>= 0.1.0), libsoup2.4-1 (>= 2.4.0), libsqlite3-0 (>= 3.5.9), libtelepathy-glib0 (>= 0.19.7), libxml2 (>= 2.7.4)",,Jabber/XMPP connection manager
424,grub-common,2.02~beta2-9ubuntu1," libc6 (>= 2.7), libdevmapper1.02.1 (>= 2:1.02.36), libfreetype6 (>= 2.2.1), libfuse2 (>= 2.8.1), liblzma5 (>= 5.1.1alpha+20120614), gettext-base, lsb-base (>= 3.0-6)",,GRand Unified Bootloader (common files)
425,account-plugin-twitter,0.11+14.04.20140409.1-0ubuntu1," libaccount-plugin-generic-oauth | ubuntu-system-settings-online-accounts, unity-asset-pool (>> 0.8.24daily12.12.05-0ubuntu1)",,GNOME Control Center account plugin for single signon - twitter
426,libgc1c2,1:7.2d-5ubuntu2, libc6 (>= 2.14),multiarch-support,conservative garbage collector for C and C++
427,liblangtag-common,0.5.1-2,,,library to access tags for identifying languages -- data
428,mtools,4.0.18-1ubuntu1, libc6 (>= 2.14),,Tools for manipulating MSDOS files
429,python-oneconf,0.3.7," python (>= 2.7), python (<< 2.8), python:any (>= 2.7.1-0ubuntu2), oneconf-common, python-dbus, python-oauthlib, python-gi, python-apt, python-piston-mini-client, python-httplib2, python-xdg",,synchronize your configuration data over the network (Python 2)
430,gedit,3.10.4-0ubuntu4," libatk1.0-0 (>= 1.12.4), libc6 (>= 2.14), libcairo2 (>= 1.2.4), libenchant1c2a (>= 1.6.0), libgdk-pixbuf2.0-0 (>= 2.22.0), libgirepository-1.0-1 (>= 0.9.3), libglib2.0-0 (>= 2.38), libgtk-3-0 (>= 3.10), libgtksourceview-3.0-1 (>= 3.10.0), libpango-1.0-0 (>= 1.14.0), libpeas-1.0-0 (>= 1.1.0), libx11-6, libxml2 (>= 2.7.4), libzeitgeist-2.0-0 (>= 0.9.9), gedit-common (>= 3.10), gedit-common (<< 3.11), gsettings-desktop-schemas, python3-gi (>= 3.0), python-gi-cairo (>= 3.0), gir1.2-peas-1.0, iso-codes",,official text editor of the GNOME desktop environment
431,libgnomeui-0,2.24.5-3," gconf-service, libart-2.0-2 (>= 2.3.17), libatk1.0-0 (>= 1.12.4), libbonoboui2-0 (>= 2.15.1), libc6 (>= 2.14), libgconf-2-4 (>= 2.31.1), libgdk-pixbuf2.0-0 (>= 2.22.0), libglade2-0 (>= 1:2.6.4-2~), libglib2.0-0 (>= 2.37.3), libgnome-keyring0 (>= 2.20.3), libgnome2-0 (>= 2.17.3), libgnomecanvas2-0 (>= 2.11.1), libgnomevfs2-0 (>= 1:2.17.90), libgtk2.0-0 (>= 2.14), libice6 (>= 1:1.0.0), libpango-1.0-0 (>= 1.17.5), libsm6, libgnomeui-common (= 2.24.5-3)",multiarch-support,GNOME user interface library - runtime files
432,libjson-c2,0.11-3ubuntu1.2, libc6 (>= 2.14),multiarch-support,JSON manipulation library - shared library
433,libgrail6,3.1.0daily13.06.05-0ubuntu1," libc6 (>= 2.14), libframe6 (>= 2.5.0), libgcc1 (>= 1:4.1.1), libstdc++6 (>= 4.6)",multiarch-support,Gesture Recognition And Instantiation Library
434,accountsservice,0.6.35-0ubuntu7," dbus, libaccountsservice0 (= 0.6.35-0ubuntu7), libc6 (>= 2.4), libgcr-base-3-1 (>= 3.8.0), libglib2.0-0 (>= 2.37.3), libpam0g (>= 0.99.7.1), libpolkit-gobject-1-0 (>= 0.99)",,query and manipulate user account information
435,mtr-tiny,0.85-2," libc6 (>= 2.15), libncurses5 (>= 5.5-5~), libtinfo5",,Full screen ncurses traceroute tool
436,xserver-xorg-core,2:1.15.1-0ubuntu2," xserver-common (>= 2:1.15.1-0ubuntu2), keyboard-configuration, udev (>= 149), libaudit1 (>= 1:2.2.1), libc6 (>= 2.17), libdrm2 (>= 2.3.1), libgcrypt11 (>= 1.5.1), libgl1-mesa-glx | libgl1, libpciaccess0 (>= 0.12.902), libpixman-1-0 (>= 0.30.0), libselinux1 (>= 2.0.82), libudev1 (>= 183), libxau6, libxdmcp6, libxfont1 (>= 1:1.4.2), libxshmfence1",,Xorg X server - core server
437,librdf0,1.0.17-1," libc6 (>= 2.14), libdb5.3, libltdl7 (>= 2.4.2), libraptor2-0 (>= 2.0.12), librasqal3 (>= 0.9.31)",multiarch-support,Redland Resource Description Framework (RDF) library
