id,package_name,version,depends,predepends,description
1503,automake,1:1.14.1-2ubuntu2," autoconf (>= 2.65), autotools-dev (>= 20020320.1)",,Tool for generating GNU Standards-compliant Makefiles
1504,cups-bsd,1.7.2-0ubuntu1.2+1cdos1," libc6 (>= 2.4), libcups2 (>= 1.6.2), debconf (>= 0.5) | debconf-2.0, cups-client (= 1.7.2-0ubuntu1.2+1cdos1), update-inetd, cups-common (>= 1.7.2-0ubuntu1.2+1cdos1)",,Common UNIX Printing System(tm) - BSD commands
1505,gir1.2-gstreamer-0.10,0.10.36-1.2ubuntu4," gir1.2-freedesktop, gir1.2-glib-2.0",,
1506,libcogl15,1.16.2-2," libc6 (>= 2.17), libdrm2 (>= 2.4.17), libegl1-mesa (>= 7.8.1) | libegl1-x11, libgbm1 (>= 8.1~0), libgdk-pixbuf2.0-0 (>= 2.22.0), libglib2.0-0 (>= 2.32.0), libwayland-client0 (>= 1.3.92), libwayland-egl1-mesa (>= 10.0.2) | libwayland-egl1, libwayland-server0 (>= 1.2.0), libx11-6, libxdamage1 (>= 1:1.1), libxext6, libxfixes3, libxrandr2 (>= 2:1.2.0), libgl1-mesa-glx",multiarch-support,Object oriented GL/GLES Abstraction/Utility Layer
1507,python3-problem-report,2.14.1-0ubuntu3.3, python3:any (>= 3.3.2-2~),,Python 3 library to handle problem reports
1508,libmp3lame0,3.99.5+repack1-3ubuntu2, libc6 (>= 2.15),multiarch-support,MP3 encoding library
1509,fonts-sil-padauk,2.80-3,,,smart Unicode font for languages in Myanmar
1510,system-config-printer-common,1.4.3+20140219-0ubuntu2.1-1cdos3.3+1.10.0," python-cups (>= 1.9.60), python-smbc, python-dbus, python-cupshelpers",,Printer configuration GUI
1511,gir1.2-upowerglib-1.0,0.9.23-2ubuntu2," gir1.2-glib-2.0, libupower-glib1 (>= 0.9.11)",,GObject introspection data for upower
1512,rarian-compat,0.8.1-5ubuntu2," libc6 (>= 2.14), libgcc1 (>= 1:4.1.1), librarian0 (>= 0.8.0), libstdc++6 (>= 4.1.1), xml-core (>= 0.12), docbook-xml",,Documentation meta-data library (compatibility tools)
1513,fonts-thai-tlwg,1:0.5.1-4," fonts-tlwg-garuda, fonts-tlwg-kinnari, fonts-tlwg-loma, fonts-tlwg-mono, fonts-tlwg-norasi, fonts-tlwg-purisa, fonts-tlwg-sawasdee, fonts-tlwg-typewriter, fonts-tlwg-typist, fonts-tlwg-typo, fonts-tlwg-umpush, fonts-tlwg-waree",,Thai fonts maintained by TLWG (meta package)
1514,xserver-xorg-video-mach64,6.9.4-1build2," libc6 (>= 2.14), xorg-video-abi-15, xserver-xorg-core (>= 2:1.14.99.902)",,X.Org X server -- ATI Mach64 display driver
1515,libboost-python1.54.0,1.54.0-4ubuntu3.2," libc6 (>= 2.4), libgcc1 (>= 1:4.1.1), libstdc++6 (>= 4.6)",multiarch-support,Boost.Python Library
1516,x11proto-damage-dev,1:1.2.1-3," x11proto-fixes-dev, x11proto-core-dev",,X11 Damage extension wire protocol
1517,libcaca0,0.99.beta18-1ubuntu6," libc6 (>= 2.14), libncursesw5 (>= 5.6+20070908), libslang2 (>= 2.2.4), libstdc++6 (>= 4.1.1), libtinfo5, zlib1g (>= 1:1.1.4)",multiarch-support,colour ASCII art library
1518,friendly-recovery,0.2.25.1," sysv-rc (>= 2.88dsf-24) | file-rc (>= 0.8.16), upstart, whiptail",,Make recovery more user-friendly
1519,libnm-glib4,0.9.8.8-0ubuntu8+1cdos2+1.10.0," libc6 (>= 2.14), libdbus-1-3 (>= 1.0.2), libdbus-glib-1-2 (>= 0.88), libglib2.0-0 (>= 2.31.22), libgudev-1.0-0 (>= 146), libnm-util2 (>= 0.9.6.0+git201212071413.8a9759a)",,network management framework (GLib shared library)
1520,libvte-2.90-common,1:0.34.9-1ubuntu2,,,Terminal emulator widget for GTK+ 3.0 - common files
1521,network-manager,0.9.8.8-0ubuntu8+1cdos2+1.10.0," libc6 (>= 2.14), libdbus-1-3 (>= 1.0.2), libdbus-glib-1-2 (>= 0.88), libglib2.0-0 (>= 2.31.8), libgudev-1.0-0 (>= 146), libmm-glib0 (>= 0.7.991), libnl-3-200 (>= 3.2.7), libnl-genl-3-200 (>= 3.2.7), libnl-route-3-200 (>= 3.2.7), libnm-glib4 (>= 0.9.8.0), libnm-util2 (>= 0.9.6.0+git201212071413.8a9759a), libpolkit-gobject-1-0 (>= 0.99), libsoup2.4-1 (>= 2.26.1), libsystemd-login0 (>= 31), sysv-rc (>= 2.88dsf-24) | file-rc (>= 0.8.16), lsb-base (>= 3.2-14), wpasupplicant (>= 0.7.3-1), dbus (>= 1.1.2), udev, isc-dhcp-client (>= 4.1.1-P1-4), iproute2, dnsmasq-base, policykit-1, iputils-arping",multiarch-support,network management framework (daemon and userspace tools)
1522,libdvdnav4,4.2.1-4," libc6 (>= 2.4), libdvdread4 (>= 4.1.3)",multiarch-support,DVD navigation library
1523,oem-config,2.18.8-1linuxmint4+1cdos1.29," debconf (>= 0.5) | debconf-2.0, sysv-rc (>= 2.88dsf-24) | file-rc (>= 0.8.16), ubiquity (= 2.18.8-1linuxmint4+1cdos1.29), oem-config-frontend-2.18.8-1linuxmint4+1cdos1.29, procps",,Perform end-user configuration after initial OEM installation
1524,libdrm-dev,2.4.52-2," libdrm2 (= 2.4.52-2), libdrm-intel1 (= 2.4.52-2), libdrm-radeon1 (= 2.4.52-2), libdrm-nouveau2 (= 2.4.52-2)",,Userspace interface to kernel DRM services -- development files
1525,libcupscgi1,1.7.2-0ubuntu1.2+1cdos1," libc6 (>= 2.14), libcups2 (= 1.7.2-0ubuntu1.2+1cdos1)",multiarch-support,Common UNIX Printing System(tm) - CGI library
1526,librhythmbox-core8,3.0.2-0ubuntu2+1cdos11+1.10.0," libatk1.0-0 (>= 1.12.4), libc6 (>= 2.14), libcairo2 (>= 1.2.4), libgdk-pixbuf2.0-0 (>= 2.22.0), libgirepository-1.0-1 (>= 0.9.3), libglib2.0-0 (>= 2.39.4), libgstreamer-plugins-base1.0-0 (>= 1.0.0), libgstreamer1.0-0 (>= 1.0.0), libgtk-3-0 (>= 3.6.0), libgudev-1.0-0 (>= 146), libjson-glib-1.0-0 (>= 0.12.0), libpango-1.0-0 (>= 1.14.0), libpangocairo-1.0-0 (>= 1.14.0), libpeas-1.0-0 (>= 1.0.0), libsoup2.4-1 (>= 2.33.92), libtdb1 (>= 1.2.7+git20101214), libtotem-plparser18 (>= 3.10.0), libwebkitgtk-3.0-0 (>= 1.3.10), libxml2 (>= 2.7.4)",,support library for the rhythmbox music player
1527,python3-six,1.5.2-2, python3:any (>= 3.3.2-2~),,Python 2 and 3 compatibility library (Python 3 interface)
1528,audio-recorder,1.1.2~raring+2cdos5+1.10.0," pulseaudio, gstreamer1.0-pulseaudio, gstreamer1.0-plugins-base, gstreamer1.0-plugins-good",,Audio recorder for GNOME and Unity Desktops.
1529,libgtkmm-3.0-1,3.10.1-0ubuntu3," libatkmm-1.6-1 (>= 2.22.1), libc6 (>= 2.14), libcairomm-1.0-1 (>= 1.6.4), libgcc1 (>= 1:4.1.1), libgdk-pixbuf2.0-0 (>= 2.22.0), libglib2.0-0 (>= 2.18.0), libglibmm-2.4-1c2a (>= 2.36.2), libgtk-3-0 (>= 3.10.0), libpangomm-1.4-1 (>= 2.27.1), libsigc++-2.0-0c2a (>= 2.0.2), libstdc++6 (>= 4.6)",multiarch-support,C++ wrappers for GTK+ (shared libraries)
1530,libfftw3-single3,3.3.3-7ubuntu4," libc6 (>= 2.14), libgomp1 (>= 4.2.1)",multiarch-support,Library for computing Fast Fourier Transforms - Single precision
1531,gnome-desktop3-data,3.8.4-0ubuntu4,,,Common files for GNOME desktop apps
1532,libdrm-intel1,2.4.52-2," libc6 (>= 2.17), libdrm2 (>= 2.4.38), libpciaccess0",multiarch-support,Userspace interface to intel-specific kernel DRM services -- runtime
1533,language-pack-gnome-en,1:14.04+20140708," language-pack-gnome-en-base (>= 1:14.04+20140707), language-pack-en",dpkg (>= 1.16.1),GNOME translation updates for language English
1534,cinnamon,2.2.13+3cdos7.41+1.10.0," cinnamon-common (= 2.2.13+3cdos7.41+1.10.0), cinnamon-translations (>= 2.2.3+qiana+2cdos5), cjs (>= 2.2.1+qiana1), libcjs0c (>= 2.2.1+qiana1), cinnamon-desktop-data (>= 2.2.13+3cdos7.41+1.10.0), libcinnamon-desktop0 (>= 2.2.3+qiana), libcinnamon-menu-3-0 (>= 2.2.0+qiana1), cinnamon-control-center (>= 2.2.9+qiana+2cdos6), cinnamon-settings-daemon (>= 2.2.4+qiana+2cdos4), cinnamon-session (>= 2.2.1+qiana+1cdos3), libmuffin0 (>= 2.2.5+qiana+1cdos2), gir1.2-muffin-3.0 (>= 2.2.5+qiana+1cdos2), nemo (>= 2.2.2+qiana+1cdos3), cinnamon-screensaver (>= 2.2.4+2cdos4), network-manager-gnome, gnome-bluetooth (>= 3.0.0), libatk1.0-0 (>= 1.12.4), libc6 (>= 2.14), libcairo2 (>= 1.10.0), libcanberra0 (>= 0.16), libcjs0-libmozjs185-1.0, libclutter-1.0-0 (>= 1.10.0), libcogl-pango15 (>= 1.15.8), libcogl15 (>= 1.15.8), libcroco3 (>= 0.6.2), libdbus-glib-1-2 (>= 0.78), libgdk-pixbuf2.0-0 (>= 2.22.0), libgirepository-1.0-1 (>= 0.9.2), libgl1-mesa-glx | libgl1, libglib2.0-0 (>= 2.37.3), libgstreamer1.0-0 (>= 1.0.0), libgtk-3-0 (>= 3.9.12), libmozjs185-1.0 (>= 1.8.5-1.0.0+dfsg), libpango-1.0-0 (>= 1.14.0), libpangocairo-1.0-0 (>= 1.14.0), libpulse-mainloop-glib0 (>= 1:0.99.1), libpulse0 (>= 1:0.99.1), libstartup-notification0 (>= 0.11), libx11-6, libxfixes3 (>= 1:5.0), libxml2 (>= 2.7.4), dconf-gsettings-backend | gsettings-backend, caribou, cups-pk-helper, gnome-icon-theme-symbolic (>= 2.91), gir1.2-accountsservice-1.0, gir1.2-gconf-2.0, gir1.2-gkbd-3.0, gir1.2-gnomebluetooth-1.0, gir1.2-networkmanager-1.0, gir1.2-polkit-1.0, gir1.2-soup-2.4, gir1.2-upowerglib-1.0, gir1.2-gtkclutter-1.0, gir1.2-javascriptcoregtk-3.0, gir1.2-webkit-3.0, gir1.2-cmenu-3.0 (>= 2.2.0+qiana1), gir1.2-nmgtk-1.0, python, python-dbus, python-gconf, python-imaging, python-opencv, python-gtk2, python-pam, python-pexpect, pkg-config, mesa-utils, python-lxml, gkbd-capplet, python-pyinotify, metacity, gnome-panel | tint2",,Cinnamon desktop
1535,libzeitgeist-1.0-1,0.3.18-1ubuntu3," libc6 (>= 2.2.5), libglib2.0-0 (>= 2.37.3)",,library to access Zeitgeist - shared library
1536,wireless-tools,30~pre9-8ubuntu2," libc6 (>= 2.15), libiw30 (>= 30~pre1)",,Tools for manipulating Linux Wireless Extensions
1537,libpangox-1.0-0,0.0.2-4ubuntu2," libc6 (>= 2.4), libglib2.0-0 (>= 2.34.0), libpango-1.0-0 (>= 1.32.5-3~), libx11-6",multiarch-support,pango library X backend
1538,libtinfo5,5.9+20140118-1ubuntu2, libc6 (>= 2.15),multiarch-support,shared low-level terminfo library for terminal handling
1539,python-apt-common,0.9.3.5+2cdos2, python | python3,,Python interface to libapt-pkg (locales)
1540,python-lockfile,1:0.8-2ubuntu3," python (>= 2.7), python (<< 2.8), python:any (>= 2.7.1-0ubuntu2)",,file locking library for Python
1541,cdos-keysettings,1.0.0+1cdos1+1.10.0,,,cdos system key settings
1542,fonts-tlwg-norasi,1:0.5.1-4,,,Thai Norasi font
1543,cdos-help,1.11.0-1cdos17+1.10.0, yelp,,"This is the help doc of cdos , you can learn more about the os with it ."
1544,libtag1c2a,1.9.1-3, libtag1-vanilla (= 1.9.1-3),,audio meta-data library
1545,libjbig2dec0,0.11+20120125-1ubuntu2, libc6 (>= 2.14),,JBIG2 decoder library - shared libraries
1546,libio-pty-perl,1:1.08-1build5," libc6 (>= 2.4), perl (>= 5.18.2-2ubuntu1), perlapi-5.18.2",,Perl module for pseudo tty IO
1547,xserver-xorg-dev,2:1.15.1-0ubuntu3," libpixman-1-dev (>= 0.27.2), x11proto-core-dev (>= 7.0.22), x11proto-input-dev (>= 2.3), x11proto-xext-dev (>= 7.2.99.901), x11proto-video-dev, x11proto-randr-dev (>= 1.4.0), x11proto-render-dev (>= 2:0.11), x11proto-dri2-dev (>= 2.8), x11proto-gl-dev (>= 1.4.17), x11proto-fonts-dev, x11proto-xinerama-dev, x11proto-kb-dev, x11proto-xf86dri-dev, x11proto-resource-dev (>= 1.2.0), x11proto-scrnsaver-dev, x11proto-xf86bigfont-dev (>= 1.2.0), x11proto-dri3-dev, x11proto-present-dev, libxkbfile-dev, libpciaccess-dev, mesa-common-dev, libmirclient-dev",,Xorg X server - development files
1548,cryptsetup,2:1.6.1-1ubuntu2," libc6 (>= 2.15), debconf (>= 0.5) | debconf-2.0, sysv-rc (>= 2.88dsf-24) | file-rc (>= 0.8.16), dmsetup, initramfs-tools (>= 0.91) | linux-initramfs-tool, plymouth, cryptsetup-bin",,disk encryption support - startup scripts
1549,gkbd-capplet,3.6.0-0ubuntu2+1cdos2," libc6 (>= 2.2.5), libglib2.0-0 (>= 2.26), libgnomekbd8 (>= 2.91.90), libgtk-3-0 (>= 3.0.0), libxklavier16 (>= 5.0)",,GNOME Panel applet for libgnomekbd
1550,btrfs-tools,3.12-2," e2fslibs (>= 1.42), libblkid1 (>= 2.17.2), libc6 (>= 2.7), libcomerr2 (>= 1.01), liblzo2-2, libuuid1 (>= 2.16), zlib1g (>= 1:1.2.0)",,Checksumming Copy on Write Filesystem utilities
1551,libx11-xcb1,2:1.6.2-1ubuntu3, libc6 (>= 2.2.5),multiarch-support,Xlib/XCB interface library
1552,libvorbis0a,1.3.2-1.3ubuntu2," libc6 (>= 2.15), libogg0 (>= 1.1.0)",multiarch-support,The Vorbis General Audio Compression Codec (Decoder library)
1553,libsub-name-perl,0.05-1build5," perl (>= 5.18.2-2ubuntu1), perlapi-5.18.2, libc6 (>= 2.2.5)",,module for assigning a new name to referenced sub
1554,libwnck-common,1:2.30.7-0ubuntu5,,,Window Navigator Construction Kit - common files
1555,libavformat54,6:9.14-0ubuntu0.14.04.2," libavcodec54 (>= 6:9.1-1) | libavcodec-extra-54 (>= 6:9.14), libavutil52 (>= 6:9.1-1), libbz2-1.0, libc6 (>= 2.14), libgnutls26 (>= 2.12.17-0), librtmp0 (>= 2.3), zlib1g (>= 1:1.1.4)",multiarch-support,Libav file format library
1556,ubiquity,2.18.8-1linuxmint4+1cdos1.29," libc6 (>= 2.15), libdebconfclient0 (>= 0.145), libdebian-installer4 (>= 0.88ubuntu6), libiw30 (>= 30~pre1), libparted0debian1 (>= 2.2-1), debconf (>= 1.5.43), sysv-rc (>= 2.88dsf-24) | file-rc (>= 0.8.16), python3:any (>= 3.3.2-2~), ubiquity-frontend-2.18.8-1linuxmint4+1cdos1.29, ubiquity-artwork-2.18.8-1linuxmint4+1cdos1.29, laptop-detect, lsb-release, ubiquity-casper, python3-apt (>= 0.7.100.3~), console-setup (>= 1.70ubuntu8), iso-codes, passwd, adduser, os-prober, rdate, ntfs-3g (>= 1:2011.1.15AR.4+2011.4.12-1), ecryptfs-utils, cryptsetup, policykit-1, python3-icu (>= 1.0), python3-pam, language-selector-common (>= 0.4.16), archdetect-deb, dpkg-repack, apt-clone, wget, grub-common, dbus-x11, sbsigntool",,Ubuntu live CD installer
1557,libmuffin0,2.2.5+qiana+1cdos2," libatk1.0-0 (>= 1.12.4), libc6 (>= 2.14), libcairo2 (>= 1.10.0), libcanberra-gtk3-0 (>= 0.25), libcanberra0 (>= 0.2), libclutter-1.0-0 (>= 1.10.0), libcogl15 (>= 1.15.8), libgdk-pixbuf2.0-0 (>= 2.22.0), libgirepository-1.0-1 (>= 0.9.2), libgl1-mesa-glx | libgl1, libglib2.0-0 (>= 2.37.3), libgtk-3-0 (>= 3.9.12), libice6 (>= 1:1.0.0), libpango-1.0-0 (>= 1.14.0), libpangocairo-1.0-0 (>= 1.14.0), libsm6, libstartup-notification0 (>= 0.7), libx11-6 (>= 2:1.4.99.1), libxcomposite1 (>= 1:0.3-1), libxcursor1 (>> 1.1.2), libxdamage1 (>= 1:1.1), libxext6, libxfixes3, libxinerama1, libxrandr2 (>= 2:1.2.99.3), libxrender1, muffin-common (= 2.2.5+qiana+1cdos2)",multiarch-support,window and compositing manager (shared library)
1558,python-notify,0.1.1-3ubuntu3," python (>= 2.7), python (<< 2.8), python:any (>= 2.7.1-0ubuntu2), libc6 (>= 2.2.5), libgdk-pixbuf2.0-0 (>= 2.22.0), libglib2.0-0 (>= 2.12.0), libnotify4 (>= 0.7.0), python-gtk2 (>= 2.10)",,Python bindings for libnotify
1559,python3-pkg-resources,3.3-1ubuntu2," python3:any (>= 3.4), python3:any (<< 3.5)",,Package Discovery and Resource Access using pkg_resources
1560,libgphoto2-6,2.5.3.1-1ubuntu2.3," libc6 (>= 2.15), libexif12, libgd3 (>= 2.1.0~alpha~), libgphoto2-port10 (>= 2.5.2), libjpeg8 (>= 8c), libltdl7 (>= 2.4.2), libxml2 (>= 2.7.4)",multiarch-support,gphoto2 digital camera library
1561,gstreamer1.0-plugins-bad,1.2.4-1~ubuntu2," libass4 (>= 0.9.7), libbz2-1.0, libc6 (>= 2.15), libcairo2 (>= 1.2.4), libchromaprint0 (>= 0.2), libcurl3-gnutls (>= 7.16.2), libdbus-1-3 (>= 1.0.2), libdca0, libdvdnav4 (>= 4.1.3), libdvdread4 (>= 4.1.3), libegl1-mesa (>= 7.8.1) | libegl1-x11, libflite1, libfluidsynth1, libgcc1 (>= 1:4.1.1), libgles2-mesa (>= 7.8.1) | libgles2, libglib2.0-0 (>= 2.37.3), libgme0 (>= 0.5.5), libgnutls26 (>= 2.12.17-0), libgsm1 (>= 1.0.13), libgstreamer-plugins-bad1.0-0 (= 1.2.4-1~ubuntu2), libgstreamer-plugins-base1.0-0 (>= 1.2.0), libgstreamer-plugins-good1.0-0, libgstreamer1.0-0 (>= 1.2.0), libgudev-1.0-0 (>= 146), libkate1 (>= 0.4.1), libmimic0, libmms0 (>= 0.4), libmodplug1, libmpg123-0 (>= 1.6.2), libofa0 (>= 0.9.3), libopenal1 (>= 1:1.13), libopencv-calib3d2.4, libopencv-contrib2.4, libopencv-core2.4, libopencv-highgui2.4, libopencv-imgproc2.4, libopencv-legacy2.4, libopencv-objdetect2.4, libopencv-video2.4, libopenjpeg2, libopus0 (>= 1.0.3), liborc-0.4-0 (>= 1:0.4.18), librsvg2-2 (>= 2.36), librtmp0 (>= 2.3), libsbc1, libschroedinger-1.0-0 (>= 1.0.9), libsoundtouch0 (>= 1.7.1-3~), libspandsp2 (>= 0.0.6~pre18), libsrtp0, libstdc++6 (>= 4.1.1), libusb-1.0-0 (>= 2:1.0.8), libvo-aacenc0, libvo-amrwbenc0, libwebp5, libwildmidi1 (>= 0.2.3), libx11-6, libxml2 (>= 2.7.4), libzbar0 (>= 0.10), gstreamer1.0-plugins-base, gstreamer1.0-plugins-bad-videoparsers (= 1.2.4-1~ubuntu2), gstreamer1.0-plugins-bad-faad (= 1.2.4-1~ubuntu2)",multiarch-support,GStreamer plugins from the  bad  set
1562,gstreamer0.10-gconf,0.10.31-3+nmu1ubuntu6," gconf2 (>= 2.28.1-2), gconf-service, libc6 (>= 2.2.5), libgconf-2-4 (>= 2.31.1), libglib2.0-0 (>= 2.31.8), libgstreamer0.10-0 (>= 0.10.36)",,GStreamer plugin for getting the sink/source information from GConf
1563,python-imaging,2.3.0-1ubuntu4," python (>= 2.7), python (<< 2.8), python:any (>= 2.7.1-0ubuntu2), python-pil",,Python Imaging Library compatibility layer
1564,unzip,6.0-9ubuntu2," libbz2-1.0, libc6 (>= 2.14)",,De-archiver for .zip files
1565,zlib1g-dev,1:1.2.8.dfsg-1ubuntu2," zlib1g (= 1:1.2.8.dfsg-1ubuntu2), libc6-dev | libc-dev",,compression library - development
1566,libpciaccess0,0.13.2-2," libc6 (>= 2.7), zlib1g (>= 1:1.1.4)",multiarch-support,Generic PCI access library for X
1567,ubuntu-drivers-common,1:0.2.91.4linuxmint1+1cdos2," python3:any (>= 3.3.2-2~), python3, debconf (>= 0.5.00) | debconf-2.0, libc6 (>= 2.4), libdrm2 (>= 2.4.3), libpciaccess0 (>= 0.10.7), pciutils, python3-apt, python3-xkit, udev (>= 204-0ubuntu4~), usbutils, alsa-utils, kmod | module-init-tools",dpkg (>= 1.15.7.2),Detect and install additional Ubuntu driver packages
1568,libpython3.4-stdlib,3.4.0-2ubuntu2," libpython3.4-minimal (= 3.4.0-2ubuntu2), mime-support, libbz2-1.0, libc6 (>= 2.15), libdb5.3, libffi6 (>= 3.0.4), liblzma5 (>= 5.1.1alpha+20120614), libmpdec2, libncursesw5 (>= 5.6+20070908), libreadline6 (>= 6.0), libsqlite3-0 (>= 3.5.9), libtinfo5",multiarch-support,"Interactive high-level object-oriented language (standard library, version 3.4)"
1569,libxkbcommon-x11-0,0.4.1-0ubuntu2," libc6 (>= 2.17), libxcb-xkb1, libxcb1 (>= 1.6), libxkbcommon0 (>= 0.2.0)",multiarch-support,library to create keymaps with the XKB X11 protocol
1570,libwnck22,1:2.30.7-0ubuntu5," libatk1.0-0 (>= 1.12.4), libc6 (>= 2.14), libcairo2 (>= 1.2.4), libgdk-pixbuf2.0-0 (>= 2.22.0), libglib2.0-0 (>= 2.37.3), libgtk2.0-0 (>= 2.22.0), libpango-1.0-0 (>= 1.14.0), libstartup-notification0 (>= 0.4), libx11-6, libxres1, libwnck-common",,Window Navigator Construction Kit - runtime files
1571,linux-headers-4.3.0-2-generic,4.3.0-2.11+1cdos1.0.11+1.10.0," linux-headers-4.3.0-2, libc6 (>= 2.14), libssl1.0.0 (>= 1.0.0)",,Linux kernel headers for version 4.3.0 on 64 bit x86 SMP
1572,gcc-4.7-base,4.7.3-12ubuntu2,,,"GCC, the GNU Compiler Collection (base package)"
1573,zenity-common,3.8.0-1ubuntu2,,,Display graphical dialog boxes from shell scripts (common files)
1574,libebook-1.2-14,3.10.4-0ubuntu1.2," libc6 (>= 2.4), libcamel-1.2-45, libebackend-1.2-7, libebook-contacts-1.2-0 (>= 3.7.90), libedata-book-1.2-20 (>= 3.10.0), libedataserver-1.2-18 (>= 3.10.0), libglib2.0-0 (>= 2.34), libxml2 (>= 2.7.4)",,Client library for evolution address books
1575,libavahi-client3,0.6.31-4ubuntu2," libavahi-common3 (>= 0.6.22), libc6 (>= 2.4), libdbus-1-3 (>= 1.1.1)",multiarch-support,Avahi client library
1576,libc-bin,2.19-0ubuntu7," libc6 (>> 2.19), libc6 (<< 2.20), libcap2 (>= 2.10)",,Embedded GNU C Library: Binaries
1577,libgnome-bluetooth11,3.8.2.1-0ubuntu5," libc6 (>= 2.2.5), libglib2.0-0 (>= 2.37.3), libgtk-3-0 (>= 3.0.0)",,GNOME Bluetooth tools - support library
1578,linux-firmware,1.127.5.1,,,Firmware for Linux kernel drivers
1579,tdb-tools,1.2.12-2," libc6 (>= 2.4), libtdb1 (>= 1.2.11)",,Trivial Database - bundled binaries
1580,libgupnp-1.0-4,0.20.10-1ubuntu2," libc6 (>= 2.4), libglib2.0-0 (>= 2.37.3), libgssdp-1.0-3 (>= 0.14.0), libsoup2.4-1 (>= 2.34.0-1~), libuuid1 (>= 2.16), libxml2 (>= 2.7.4), shared-mime-info",,GObject-based library for UPnP
1581,gconf2,3.2.6-0ubuntu3," gconf-service, libc6 (>= 2.14), libgconf-2-4 (>= 2.31.1), libglib2.0-0 (>= 2.31.8), libxml2 (>= 2.7.4), gconf-service-backend (= 3.2.6-0ubuntu3), psmisc, dbus-x11, python:any",,GNOME configuration database system (support tools)
1582,python3-gi-cairo,3.12.0-1ubuntu2," python3 (<< 3.5), python3 (>= 3.4~), libc6 (>= 2.2.5), libcairo2 (>= 1.10.0), libglib2.0-0 (>= 2.38.0), python3-gi (= 3.12.0-1ubuntu2), python3-cairo (>= 1.10.0+dfsg-3~exp2)",,Python 3 Cairo bindings for the GObject library
1583,cinnamon-common,2.2.13+3cdos7.41+1.10.0," dconf-gsettings-backend | gsettings-backend, python",,Cinnamon desktop (Common data files)
1584,fonts-takao-pgothic,003.02.01-9ubuntu3,,dpkg (>= 1.15.6~),"Japanese TrueType font set, Takao P Gothic Fonts"
1585,gir1.2-gdesktopenums-3.0,3.10.1-0ubuntu2,,,GObject introspection for GSettings desktop-wide schemas
1586,libpoppler44,0.24.5-2ubuntu5+1cdos1+1.10.0," libc6 (>= 2.14), libfontconfig1 (>= 2.9.0), libfreetype6 (>= 2.2.1), libjpeg8 (>= 8c), liblcms2-2 (>= 2.2+git20110628), libpng12-0 (>= 1.2.13-4), libstdc++6 (>= 4.1.1), libtiff5 (>= 4.0.3)",multiarch-support,PDF rendering library
1587,mime-support,3.54ubuntu2,,,"MIME files 'mime.types' & 'mailcap', and support programs"
1588,alsa-base,1.0.25+dfsg-0ubuntu5," module-init-tools (>= 3.2.1), linux-sound-base, udev",,ALSA driver configuration files
1589,libapache2-mod-php5,5.5.9+dfsg-1ubuntu4.4," libbz2-1.0, libc6 (>= 2.15), libdb5.3, libpcre3, libssl1.0.0 (>= 1.0.0), libxml2 (>= 2.9.0), zlib1g (>= 1:1.1.4), apache2-api-20120211, apache2 (>= 2.4), mime-support, php5-common (= 5.5.9+dfsg-1ubuntu4.4), libmagic1, ucf, tzdata",,"server-side, HTML-embedded scripting language (Apache 2 module)"
1590,libido3-0.1-0,13.10.0+14.04.20140423-0ubuntu2," libc6 (>= 2.4), libcairo2 (>= 1.2.4), libgdk-pixbuf2.0-0 (>= 2.23.0), libglib2.0-0 (>= 2.37.3), libgtk-3-0 (>= 3.8.2-0ubuntu2), libpango-1.0-0 (>= 1.20.0), libpangocairo-1.0-0 (>= 1.14.0)",multiarch-support,Shared library providing extra gtk menu items for display in
1591,cifs-utils,2:6.0-1ubuntu3," samba-common, libc6 (>= 2.17), libkeyutils1, libkrb5-3 (>= 1.10+dfsg~), libtalloc2 (>= 2.0.4~git20101213), libwbclient0 (>= 2:4.0.3+dfsg1)",,Common Internet File System utilities
1592,libldap-2.4-2,2.4.31-1+nmu2ubuntu9+1cdos1.0," libc6 (>= 2.14), libgcrypt11 (>= 1.5.1), libgnutls26 (>= 2.12.17-0), libgssapi3-heimdal (>= 1.4.0+git20110226), libsasl2-2 (>= 2.1.24)",multiarch-support,OpenLDAP libraries
1593,zenity,3.8.0-1ubuntu2," libc6 (>= 2.4), libgdk-pixbuf2.0-0 (>= 2.22.0), libglib2.0-0 (>= 2.24.0), libgtk-3-0 (>= 3.0.0), libnotify4 (>= 0.7.0), libpango-1.0-0 (>= 1.14.0), libwebkitgtk-3.0-0 (>= 1.3.10), libx11-6, zenity-common (= 3.8.0-1ubuntu2)",,Display graphical dialog boxes from shell scripts
1594,libxcb-xfixes0,1.10-2ubuntu2," libc6 (>= 2.2.5), libxcb1",multiarch-support,"X C Binding, xfixes extension"
1595,libgoa-1.0-common,3.10.3-0ubuntu2,,,library for GNOME Online Accounts - common files
1596,gstreamer0.10-plugins-base,0.10.36-1.1ubuntu3," libc6 (>= 2.14), libcdparanoia0 (>= 3.10.2+debian), libglib2.0-0 (>= 2.37.3), libgstreamer0.10-0 (>= 0.10.36-1.1), libogg0 (>= 1.0rc3), liborc-0.4-0 (>= 1:0.4.18), libtheora0 (>= 1.0), libvisual-0.4-0 (>= 0.4.0-4), libvorbis0a (>= 1.1.2), libvorbisenc2 (>= 1.1.2), libxml2 (>= 2.7.4), libgstreamer-plugins-base0.10-0 (>= 0.10.36)",,GStreamer plugins from the  base  set
